,0,1,2,3,4,5,6,7,8,11
123,NOTARÍA 100, SALTILLO, COAHUILA, CARACTER: TITULAR, DOCTOR EDUARDO DAVILA GARZA 187, FRACCIONAMIENTO RESIDENCIAL LOS LAGOS  SALTILLO, COAHUILA, Socio desde: 2012, 8444390866,mail@notaria100saltillo.com
124,NOTARÍA 57, SALTILLO, COAHUILA, CARACTER: TITULAR, 2A. PRIVADA LUXEMBURGO 195, VIRREYES RESIDENCIAL  SALTILLO, COAHUILA, Socio desde: 2000, ,rortegon@notaria57.com
125,NOTARÍA 65, TORREON, COAHUILA, CARACTER: TITULAR, AV. MORELOS 240 PTE, CENTRO  TORREON, COAHUILA, Socio desde: 2015, ,jrcordero@not65.com.mx
126,NOTARÍA 36, TORREON, COAHUILA, CARACTER: TITULAR, AV. BRAVO 257 PTE, ZONA CENTRO  TORREON, COAHUILA, Socio desde: 2004, ,flores36@prodigy.net.mx
127,NOTARÍA 85, SALTILLO, COAHUILA, CARACTER: TITULAR, CHIHUAHUA 151 INT. 1, REPUBLICA OTE.  SALTILLO, COAHUILA, Socio desde: 2012, 01 844 416 82 19,silvachacon@notaria85.com
128,NOTARÍA 21, SALTILLO, COAHUILA, CARACTER: TITULAR, IRLANDA 244, VILLA OLIMPICA  SALTILLO, COAHUILA, Socio desde: 2006, 01 844 416 70 93,jfaguirre@notaria21.net
129,NOTARÍA 61, TORREON, COAHUILA, CARACTER: TITULAR, AV. MATAMOROS 616 OTE, CENTRO  TORREON, COAHUILA, Socio desde: 2004, 0187 1722 67856,licwoo@prodigy.net.mx
130,NOTARÍA 61, SALTILLO, COAHUILA, CARACTER: TITULAR, RAMON CORONA 892 PTE, ZONA CENTRO  SALTILLO, COAHUILA, Socio desde: 2000, 0184 4414 5637,notaria_61@hotmail.com
131,NOTARÍA 50, SALTILLO, COAHUILA, CARACTER: TITULAR, CHIAPAS 190, REPUBLICA PONIENTE  SALTILLO, COAHUILA, Socio desde: 1997, TODOS,notaria50juanita@prodigy.net.mx
132,NOTARÍA 34, MONCLOVA, COAHUILA, CARACTER: TITULAR, MONACO 1023 INT. A, PICASSO  MONCLOVA, COAHUILA, Socio desde: 2016, 01 8666 35 84 93,jcma5858@hotmail.com
133,NOTARÍA 58, SALTILLO, COAHUILA, CARACTER: TITULAR, BOULEVARD CUAUHTEMOC 1546, FRACC. LOS PINOS  SALTILLO, COAHUILA, Socio desde: 2004, 0184 4485 2016,garzanotaria58@prodigy.net.mx
134,NOTARÍA 75, TORREON, COAHUILA, CARACTER: TITULAR, AV. LA OPINION NTE. 319, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 718 41 60,notaria75torreon@hotmail.com
135,NOTARÍA 16, SALTILLO, COAHUILA, CARACTER: TITULAR, AVENIDA LA SALLE 3, LA SALLE  SALTILLO, COAHUILA, Socio desde: 2016, 4158170,lorenareyesnotaria16@gmail.com
136,NOTARÍA 79, RAMOS ARIZPE, COAHUILA, CARACTER: TITULAR, ALLENDE 276, ZONA CENTRO  RAMOS ARIZPE, COAHUILA, Socio desde: 2009, ,lottycarmona@hotmail.com
137,NOTARÍA 6, SABINAS, COAHUILA, CARACTER: TITULAR, AV. 5 DE MAYO SUR 161, CENTRO  SABINAS, COAHUILA, Socio desde: 2004, 0186 1612 3129,robl430708@prodigy.net.mx
138,NOTARÍA 14, MONCLOVA, COAHUILA, CARACTER: TITULAR, ALLENDE OTE. 333 INT. DESP 5 2NDO PISO, CENTRO  MONCLOVA, COAHUILA, Socio desde: 1992, 0186 6633 7676,notariamc@hotmail.com
139,NOTARÍA 70, RAMOS ARIZPE, COAHUILA, CARACTER: TITULAR, CALLE VENUSTIANO CARRANZA 102, EULALIO GUTIERREZ  RAMOS ARIZPE, COAHUILA, Socio desde: 2016, 488 23 23,eromero@notaria70.com.mx
140,NOTARÍA 77, SALTILLO, COAHUILA, CARACTER: TITULAR, AV. UNIVERSIDAD 1017, UNIVERSIDAD  SALTILLO, COAHUILA, Socio desde: 2010, 01 844 415 0035,luisfernando@notariapublica77.com
141,NOTARÍA 14, CIUDAD ACUÑA, COAHUILA, CARACTER: TITULAR, MADERO PLAZA COMERCIAL MONARCA 340 INT. 4, CIUDAD ACUÑA CENTRO  CIUDAD ACUÑA, COAHUILA, Socio desde: 2016, 8777726455,notariapublica.14@outlook.com
142,NOTARÍA 1, ACUÑA, COAHUILA, CARACTER: TITULAR, GALEANA 132 PTE, CENTRO  ACUÑA, COAHUILA, Socio desde: 2009, ,luismaltos@hotmail.com
143,NOTARÍA 74, SALTILLO, COAHUILA, CARACTER: TITULAR, CARR. SALTILLO-MONTERREY 5762 INT. LOCAL 5, RANCHO DE PEÑA  SALTILLO, COAHUILA, Socio desde: 2010, 01 844 485 3719,notaria_74@hotmail.com
144,NOTARÍA 84, SALTILLO, COAHUILA, CARACTER: TITULAR, SAN JUAN DE RAYAS 639, FRACCIONAMIENTO SAN AGUSTIN  SALTILLO, COAHUILA, Socio desde: 2019, 01 844 412 17 62,luzmaria.urdanivia@gmail.com
145,NOTARÍA 44, MONCLOVA, COAHUILA, CARACTER: TITULAR, BLVD. BENITO JUAREZ 1308, TECNOLOGICO  MONCLOVA, COAHUILA, Socio desde: 2018, 01 866 635 58 03 ,notaria44mva@hotmail.com
146,NOTARÍA 24, TORREON, COAHUILA, CARACTER: TITULAR, CALZ. SALTILLO 400 469 SUR, AMPLIACION LA ROSITA  TORREON, COAHUILA, Socio desde: 2006, 01 871 721 89 89,orandayr@hotmail.com
147,NOTARÍA 81, TORREON, COAHUILA, CARACTER: TITULAR, BLVD. INDEPENDENCIA 1769, SAN ISIDRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 688 67 82,m.alejandromg_notaria81@outlook.com
148,NOTARÍA 04, TORREON, COAHUILA, CARACTER: TITULAR, DEGOLLADO 611, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 718 75 36,marcelacepedar@notaria04.com
149,NOTARÍA 11, SABINAS, COAHUILA, CARACTER: TITULAR, IGNACIO MANUEL ALTAMIRANO LOCAL 41, REYNERA  SABINAS, COAHUILA, Socio desde: 2019, 01 861 61 24 437,madm06@hotmail.com
150,NOTARÍA 54, SALTILLO, COAHUILA, CARACTER: TITULAR, AVENIDA MEXICO 125, LATINOAMERICANA  SALTILLO, COAHUILA, Socio desde: 1994, ,marcost@prodigy.net.mx
151,NOTARÍA 80, TORREON, COAHUILA, CARACTER: TITULAR, CALZADA MATIAS ROMAN 425 INT. 7, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 187 88 00,margarita@notaria80.com
152,NOTARÍA 29, TORREON, COAHUILA, CARACTER: TITULAR, GARCIA CARRILLO 408 NTE, CENTRO  TORREON, COAHUILA, Socio desde: 1995, 01 871 713 1221,pasosnot29@hotmail.com
153,NOTARÍA 28, TORREON, COAHUILA, CARACTER: TITULAR, AV. ABASOLO 350 OTE., CENTRO  TORREON, COAHUILA, Socio desde: 2006, 01 872 772 76 79,notaria28.torreon@gmail.com
154,NOTARÍA 52, SALTILLO, COAHUILA, CARACTER: TITULAR, CARMEN AGUIRRE DE FUENTES 451 INT. PLANTA BAJA, ZONA CENTRO  SALTILLO, COAHUILA, Socio desde: 1995, 0184 4414 6060,meorozcoa@prodigy.net.mx
155,NOTARÍA 13, SALTILLO, COAHUILA, CARACTER: TITULAR, HIDALGO NTE. 1948, REPUBLICA ORIENTE  SALTILLO, COAHUILA, Socio desde: 2006, 01 844 180 1947,notaria.trece@hotmail.com
156,NOTARÍA 58, TORREON, COAHUILA, CARACTER: TITULAR, PRIVADA GUILLERMO PRIETO 83 PTE, CENTRO  TORREON, COAHUILA, Socio desde: 2000, ,notariapublica58@prodigy.net.mx
157,NOTARÍA 6, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA ALLENDE 1899 ORIENTE, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 717 7770,mcromannp6@gmail.com
158,NOTARÍA 59, SALTILLO, COAHUILA, CARACTER: TITULAR, MONTEVIDEO 635, LATINOAMERICANA  SALTILLO, COAHUILA, Socio desde: 2016, 844 4168015,gmontemayor59@yahoo.com
159,NOTARÍA 8, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, RAYON 400 OTE., CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2018, 01 878 782 50 28,notariapublicanumero8@gmail.com
160,NOTARÍA 31, TORREON, COAHUILA, CARACTER: TITULAR, GALEANA 291 SUR, CENTRO  TORREON, COAHUILA, Socio desde: 2006, 01 871 712 93 30,mario@notario31.com
161,NOTARÍA 14, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, SAN JUDAS 511, FRACCIONAMIENTO SAN JOSE  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2012, 01 878 783 4782,notaria14pnegras@hotmail.com
162,NOTARÍA 62, SALTILLO, COAHUILA, CARACTER: TITULAR, AVE. LA SALLE 694, LA SALLE  SALTILLO, COAHUILA, Socio desde: 2018, 01 844 414 26 11,mauricioj.glz@gmail.com
163,NOTARÍA 71, TORREON, COAHUILA, CARACTER: TITULAR, CALLE JIMENEZ 355 INT. 1, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 187 71 67,notaria71torreon@gmail.com
164,NOTARÍA 70, TORREON, COAHUILA, CARACTER: ADSCRITO, BOULEVARD CARLOS LOPEZ SOSA 302, FRACCIONAMIENTO LOS VIÑEDOS  TORREON, COAHUILA, Socio desde: 2018, 01 871 733 30 33,notariapublica70@outlook.com
165,NOTARÍA 13, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, MORELOS 504 SUR, CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2016, 8787822844,notariapublica13@hotmail.com
166,NOTARÍA 19, NAVA, COAHUILA, CARACTER: TITULAR, ALLENDE 159, CENTRO  NAVA, COAHUILA, Socio desde: 2007, 0186 2624 6423,noelia-angeles@hotmail.com
167,NOTARÍA 30, CASTAÑOS, COAHUILA, CARACTER: TITULAR, ALLENDE SUR 111, ZONA CENTRO  CASTAÑOS, COAHUILA, Socio desde: 2010, 01 866 697 1600,notaria30coahuila@outlook.com
168,NOTARÍA 51, TORREON, COAHUILA, CARACTER: TITULAR, COMONFORT 111 NTE, CENTRO  TORREON, COAHUILA, Socio desde: 1994, 01871-713-90-11,licguerrero_1@hotmail.com
169,NOTARÍA 10, NUEVA ROSITA, COAHUILA, CARACTER: TITULAR, PRESIDENTE CARRANZA 94-A, COMERCIAL  NUEVA ROSITA, COAHUILA, Socio desde: 2016, 8611031065,notariapublica-10@hotmail.com
170,NOTARÍA 35, MONCLOVA, COAHUILA, CARACTER: TITULAR, CALLE ERMITA 349, CENTRO  MONCLOVA, COAHUILA, Socio desde: 2017, 01 866 633 44 76,notaria35mva@gmail.com
171,NOTARÍA 13, CIUDAD MELCHOR MUZQUIZ, COAHUILA, CARACTER: TITULAR, SANTA ROSA 213 PONIENTE, MELCHOR MUZQUIZ CENTRO  CIUDAD MELCHOR MUZQUIZ, COAHUILA, Socio desde: 2015, 01 864 6160657,phruiz@yahoo.com
172,NOTARÍA 4, SABINAS, COAHUILA, CARACTER: TITULAR, INDEPENDENCIA SUR INT. 7 PLAZA GALERIAS, CENTRO  SABINAS, COAHUILA, Socio desde: 2011, ,notaria4coahuila@hotmail.com
173,NOTARÍA 2, MONCLOVA, COAHUILA, CARACTER: ADSCRITO, DE LA FUENTE OTE. 230, ZONA CENTRO  MONCLOVA, COAHUILA, Socio desde: 1997, ,rtrevinonp2@prodigy.net.mx
174,NOTARÍA 119, SALTILLO, COAHUILA, CARACTER: TITULAR, HUITZILOPOCHTLI 573, SAN PATRICIO  SALTILLO, COAHUILA, Socio desde: 2018, 01 844 416 09 59,notaria119.saltillo.rvch@gmail.com
175,NOTARÍA 45, SALTILLO, COAHUILA, CARACTER: TITULAR, SURINAM 107, FRACCIONAMIENTO LOS ALAMOS  SALTILLO, COAHUILA, Socio desde: 2017, 01 844 485 47 31,notaria45rg@gmail.com
176,NOTARÍA 95, SALTILLO, COAHUILA, CARACTER: TITULAR, BLVD. HUMBERTO HINOJOSA 416, KIOSCO  SALTILLO, COAHUILA, Socio desde: 2012, ,notaria95saltillo@hotmail.com
177,NOTARÍA 15, SALTILLO, COAHUILA, CARACTER: TITULAR, APOLONIO M. AVILES 865, LOS MAESTROS  SALTILLO, COAHUILA, Socio desde: 2005, 01 844 439 18 16,saltillonotaria@gmail.com
178,NOTARÍA 68, SALTILLO, COAHUILA, CARACTER: TITULAR, PERIFERICO LUIS ECHEVERRIA ALVAREZ 416, REPUBLICA  SALTILLO, COAHUILA, Socio desde: 2016, 844 415 44 23,notaria68@gmail.com
179,NOTARÍA 69, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA OCAMPO 143 PTE., CENTRO  TORREON, COAHUILA, Socio desde: 2012, 01 871 267 8792,notariapublica69@hotmail.com
180,NOTARÍA 18, MONCLOVA, COAHUILA, CARACTER: TITULAR, NUEVO LEON 402, LOS PINOS  MONCLOVA, COAHUILA, Socio desde: 2006, 01 866 633 6669 Y 01 866,rlopezcampos@prodigy.net.mx
181,NOTARÍA 2, ACUÑA, COAHUILA, CARACTER: TITULAR, GALEANA 142 PTE, ZONA CENTRO  ACUÑA, COAHUILA, Socio desde: 2006, 01 877 772 0713,notaria2acuna@hotmail.com
182,NOTARÍA 76, TORREON, COAHUILA, CARACTER: TITULAR, CALZADA MANUEL GOMEZ MORIN 60, LA MERCED II  TORREON, COAHUILA, Socio desde: 2018, 01 871 296 35 56,rofloza1981@yahoo.com.mx
183,NOTARÍA 35, SALTILLO, COAHUILA, CARACTER: TITULAR, ECUADOR 783, LATINOAMERICANA  SALTILLO, COAHUILA, Socio desde: 2006, ,notaria35saltillo@gmail.com
184,NOTARÍA 78, SALTILLO, COAHUILA, CARACTER: TITULAR, CARMEN AGUIRRE DE FUENTES 441 INT. DESPACHO 4, ZONA CENTRO  SALTILLO, COAHUILA, Socio desde: 2012, 01 844 414 3360,
