,0,1,2,3,4,5,6,7,8,11
121,NOTARÍA 52, MORELIA, MICHOACAN, CARACTER: TITULAR, FRAY MANUEL NAVARRETE 53, CENTRO  MORELIA, MICHOACAN, Socio desde: 1999, 0144 3313 5969,notaria52@prodigy.net.mx
122,NOTARÍA 181, MORELIA, MICHOACAN, CARACTER: TITULAR, JUAN ESCUTIA 68, CHAPULTEPEC NORTE  MORELIA, MICHOACAN, Socio desde: 2015, 01 443 324 8291,notaria181morelia@gmail.com
123,NOTARÍA 131, ZAMORA DE HIDALGO, MICHOACAN, CARACTER: SUPLENTE, GUERRERO OTE 43, ZAMORA  ZAMORA DE HIDALGO, MICHOACAN, Socio desde: 2018, 01 351 51 2 44 45,notariapublica131@gmail.com
124,NOTARÍA 82, APATZINGAN, MICHOACAN, CARACTER: TITULAR, MELCHOR OCAMPO 799, FRANCISCO VILLA  APATZINGAN, MICHOACAN, Socio desde: 2014, ,notariapublica_82@hotmail.com
125,NOTARÍA 14, MORELIA, MICHOACAN, CARACTER: TITULAR, AVENIDA VENEZUELA 296, FRACCIONAMIENTO LAS AMERICAS  MORELIA, MICHOACAN, Socio desde: 2002, LOS MISMOS,servinpatricia@hotmail.com
126,NOTARÍA 13, MORELIA, MICHOACAN, CARACTER: TITULAR, GOB. ENRIQUE RAMIREZ 73, MORELIA CENTRO  MORELIA, MICHOACAN, Socio desde: 2015, 01 443 2932 540,notariaocegueda13@gmail.com
127,NOTARÍA 121, MORELIA, MICHOACAN, CARACTER: TITULAR, ARTILLEROS DE 1847 1040, CHAPULTEPEC SUR  MORELIA, MICHOACAN, Socio desde: 2004, 01 443 387 64 72,notaria_121_mich@hotmail.com
128,NOTARÍA 157, QUIROGA, MICHOACAN, CARACTER: TITULAR, PORTAL ALLENDE 4 INT. C, CENTRO  QUIROGA, MICHOACAN, Socio desde: 2014, ,navavallejo157@gmail.com
129,NOTARÍA 187, URUAPAN, MICHOACAN, CARACTER: TITULAR, DURANGO 3 INT. A, RAMON FARIAS  URUAPAN, MICHOACAN, Socio desde: 2016, 4521385459,notaria187@hotmail.com
130,NOTARÍA 112, ZAMORA, MICHOACAN, CARACTER: TITULAR, GUERRERO 51 PTE, CENTRO  ZAMORA, MICHOACAN, Socio desde: 1999, 0135 1515 0390,rca@notaria112mich.mx
131,NOTARÍA 104, PARACHO, MICHOACAN, CARACTER: TITULAR, 18 DE MARZO 33, CENTRO  PARACHO, MICHOACAN, Socio desde: 2016, 4235250875,notariapublica104@hotmail.com
132,NOTARÍA 139, LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, ANDADOR TLAXCALA 1 INT. LETRA A, PRIMER SECTOR DE FIDELAC  LAZARO CARDENAS, MICHOACAN, Socio desde: 2016, 7535320224,morales_notaria139@hotmail.com
133,NOTARÍA 172, LOS REYES, MICHOACAN, CARACTER: TITULAR, IGNACIO LOPEZ RAYON 63, CENTRO  LOS REYES, MICHOACAN, Socio desde: 2013, ,notariapublica_172_losreyes@hotmail.com
134,NOTARÍA 175, ZAMORA, MICHOACAN, CARACTER: TITULAR, HOLANDA 125, LOS LAURELES  ZAMORA, MICHOACAN, Socio desde: 2012, 01 351 512 5700,notaria175@hotmail.com
135,NOTARÍA 106, MORELIA, MICHOACAN, CARACTER: TITULAR, JUAREZ 574, FELICITAS DEL RIO  MORELIA, MICHOACAN, Socio desde: 1999, ,notaria106@hotmail.com
136,NOTARÍA 137, MORELIA, MICHOACAN, CARACTER: TITULAR, CUAUTLA 159, CENTRO  MORELIA, MICHOACAN, Socio desde: 2014, 01 443 317 05 00,notaria137_mich@outlook.es
137,NOTARÍA 161, TANHUATO, MICHOACAN, CARACTER: TITULAR, MADERO 25, CENTRO  TANHUATO, MICHOACAN, Socio desde: 2011, 01 356 567 1115,notaria161mich@yahoo.com
138,NOTARÍA 25, MORELIA, MICHOACAN, CARACTER: TITULAR, IRETITICATEME 179, FELIX IRETA  MORELIA, MICHOACAN, Socio desde: 2013, ,notaria_25@infinitum.com.mx
139,NOTARÍA 126, COTIJA DE LA PAZ, MICHOACAN, CARACTER: TITULAR, PINO SUAREZ 89 INT. 8, CENTRO  COTIJA DE LA PAZ, MICHOACAN, Socio desde: 2016, 01394 534 3509,notariapublica126@yahoo.com.mx
140,NOTARÍA 168, ZITACUARO, MICHOACAN, CARACTER: TITULAR, LEANDRO VALLE SUR 9, MELCHOR OCAMPO  ZITACUARO, MICHOACAN, Socio desde: 2017, 01 715 153 0869,notaria_publica_168@hotmail.com
141,NOTARÍA 124, TEPALCATEPEC, MICHOACAN, CARACTER: TITULAR, AV. MIGUEL HIDALGO 8, CENTRO  TEPALCATEPEC, MICHOACAN, Socio desde: 2002, (01424)536-07-73,notaria124mich@prodigy.net.mx
142,NOTARÍA 81, MORELIA, MICHOACAN, CARACTER: TITULAR, AQUILES SERDAN 501, CENTRO HISTORICO  MORELIA, MICHOACAN, Socio desde: 1995, 01 443 313-7753,cocaluis@prodigy.net.mx
143,NOTARÍA 167, TARIMBARO, MICHOACAN, CARACTER: TITULAR, CHICALOTE 90, ERANDENI  TARIMBARO, MICHOACAN, Socio desde: 2013, ,notaria167vmartinez@hotmail.com
144,NOTARÍA 4, ZACAPU, MICHOACAN, CARACTER: TITULAR, MADERO NORTE 29 INT. A, ZACAPU CENTRO  ZACAPU, MICHOACAN, Socio desde: 2014, ,np04.mich@outlook.com
145,NOTARÍA 94, MORELIA, MICHOACAN, CARACTER: TITULAR, MARIANO ELIZAGA 113, CENTRO  MORELIA, MICHOACAN, Socio desde: 2006, 01 443 312 37 23,yadiranot94@hotmail.com
146,NOTARÍA 72, COALCOMAN, MICHOACAN, CARACTER: TITULAR, MORELOS ORIENTE 37, CENTRO  COALCOMAN, MICHOACAN, Socio desde: 1990, ,notaria72coalcoman@hotmail.com
